INFO 2024-11-19 18:31:59,805 autoreload Watching for file changes with StatReloader
INFO 2024-11-19 18:34:10,987 autoreload /Users/kalkadam/Desktop/KBTU_Django/wsp_v2/StudentManagementSystem/users/views.py changed, reloading.
INFO 2024-11-19 18:34:11,332 autoreload Watching for file changes with StatReloader
INFO 2024-11-19 18:38:28,857 autoreload /Users/kalkadam/Desktop/KBTU_Django/wsp_v2/StudentManagementSystem/courses/views.py changed, reloading.
INFO 2024-11-19 18:38:29,183 autoreload Watching for file changes with StatReloader
INFO 2024-11-19 18:39:18,981 autoreload /Users/kalkadam/Desktop/KBTU_Django/wsp_v2/StudentManagementSystem/attendance/views.py changed, reloading.
INFO 2024-11-19 18:39:19,291 autoreload Watching for file changes with StatReloader
INFO 2024-11-19 18:39:38,049 autoreload /Users/kalkadam/Desktop/KBTU_Django/wsp_v2/StudentManagementSystem/grades/views.py changed, reloading.
INFO 2024-11-19 18:39:38,323 autoreload Watching for file changes with StatReloader
INFO 2024-11-19 18:40:05,463 basehttp "GET /api/students/ HTTP/1.1" 200 13185
INFO 2024-11-19 18:40:14,706 basehttp "GET /api/attendance/ HTTP/1.1" 200 10567
INFO 2024-11-19 18:40:35,725 basehttp "POST /api/attendance/ HTTP/1.1" 201 10661
INFO 2024-11-19 18:40:53,458 basehttp "POST /api/attendance/ HTTP/1.1" 201 10660
WARNING 2024-11-19 18:41:02,462 log Bad Request: /api/attendance/
WARNING 2024-11-19 18:41:02,463 basehttp "POST /api/attendance/ HTTP/1.1" 400 10616
INFO 2024-11-19 18:41:09,606 basehttp "GET /api/ HTTP/1.1" 200 6579
INFO 2024-11-19 18:41:12,516 basehttp "GET /api/attendance/ HTTP/1.1" 200 11028
INFO 2024-11-19 18:53:07,540 basehttp "GET /api/docs/ HTTP/1.1" 200 4662
INFO 2024-11-19 18:53:07,734 basehttp "GET /api/schema/ HTTP/1.1" 200 122860
INFO 2024-11-19 20:19:58,370 autoreload Watching for file changes with StatReloader
INFO 2024-11-19 20:21:49,838 autoreload Watching for file changes with StatReloader
INFO 2024-11-19 20:22:30,897 autoreload Watching for file changes with StatReloader
INFO 2024-11-19 20:22:33,429 basehttp "GET /api/docs/ HTTP/1.1" 200 4662
INFO 2024-11-19 20:22:33,643 basehttp "GET /api/schema/ HTTP/1.1" 200 122212
INFO 2024-11-19 20:22:34,347 basehttp "GET /api/docs/ HTTP/1.1" 200 4662
INFO 2024-11-19 20:22:34,441 basehttp "GET /api/schema/ HTTP/1.1" 200 122212
WARNING 2024-11-19 20:22:38,288 log Not Found: /api//
WARNING 2024-11-19 20:22:38,289 basehttp "GET /api// HTTP/1.1" 404 9423
INFO 2024-11-19 20:22:40,371 basehttp "GET /api/ HTTP/1.1" 200 6307
INFO 2024-11-19 20:22:40,414 basehttp "GET /static/rest_framework/js/jquery-3.5.1.min.js HTTP/1.1" 200 89476
INFO 2024-11-19 20:22:42,104 basehttp "GET /api/auth/users/ HTTP/1.1" 200 12357
INFO 2024-11-19 20:22:49,831 basehttp "GET /api/students/ HTTP/1.1" 200 12913
INFO 2024-11-19 20:22:52,272 basehttp "GET /api/enrollments/ HTTP/1.1" 200 9169
INFO 2024-11-19 20:22:53,877 basehttp "GET /api/courses/ HTTP/1.1" 200 11783
INFO 2024-11-19 20:22:58,908 basehttp "GET /api/grades/ HTTP/1.1" 200 9942
INFO 2024-11-19 20:23:00,776 basehttp "GET /api/attendance/ HTTP/1.1" 200 10756
INFO 2024-11-19 20:23:06,234 basehttp "GET /api/ HTTP/1.1" 200 6307
INFO 2024-11-20 04:06:58,350 autoreload Watching for file changes with StatReloader
INFO 2024-11-20 04:07:03,772 autoreload /Users/kalkadam/Desktop/KBTU_Django/StudentManagementSystem/StudentManagementSystem/students/views.py changed, reloading.
INFO 2024-11-20 04:07:03,973 autoreload Watching for file changes with StatReloader
INFO 2024-11-20 04:07:06,148 basehttp "GET /api/ HTTP/1.1" 200 6307
INFO 2024-11-20 04:07:06,215 basehttp "GET /static/rest_framework/css/bootstrap.min.css HTTP/1.1" 304 0
INFO 2024-11-20 04:07:06,216 basehttp "GET /static/rest_framework/css/prettify.css HTTP/1.1" 304 0
INFO 2024-11-20 04:07:06,217 basehttp "GET /static/rest_framework/css/default.css HTTP/1.1" 304 0
INFO 2024-11-20 04:07:06,218 basehttp "GET /static/rest_framework/css/bootstrap-tweaks.css HTTP/1.1" 304 0
INFO 2024-11-20 04:07:06,218 basehttp "GET /static/rest_framework/js/ajax-form.js HTTP/1.1" 304 0
